"GENOTYPE","Winter_2013.LAe","Spring_2012.LAe","Spring_2013.LAe","Winter_2013.WD.LAl","Winter_2013.WW.LAl","Spring_2012.WD.LAl","Spring_2012.WW.LAl","Spring_2013.WD.LAl","Spring_2013.WW.LAend","Spring_2013.WW.gs_max","Spring_2013.WD.gs_max","Winter_2013.WW.gs_max","Winter_2013.WD.gs_max","Spring_2012.WW.gs_max","Spring_2012.WD.gs_max","Spring_2013.WW.Trate","Spring_2013.WD.Trate","Winter_2013.WW.Trate","Winter_2013.WD.Trate","Spring_2012.WW.Trate","Spring_2012.WD.Trate","Spring_2013.WW.Biol","Spring_2013.WD.Biol","Winter_2013.WW.Biol","Winter_2013.WD.Biol","Spring_2012.WW.Biol","Spring_2012.WD.Biol","Spring_2013.WW.WU","Spring_2013.WD.WU","Winter_2013.WW.WU","Winter_2013.WD.WU","Spring_2012.WW.WU","Spring_2012.WD.WU","Spring_2013.WW.WUE","Spring_2013.WD.WUE","Winter_2013.WW.WUE","Winter_2013.WD.WUE","Spring_2012.WW.WUE","Spring_2012.WD.WUE","Winter_2013.Be","Spring_2013.Be","Spring_2012.Be"
"FR19",0.105242947,0.076429008,0.10708138,0.298470518,0.368466252,0.186555109,0.319507043,0.373965065,0.375056961,45.61883154,28.58975965,36.12228195,39.61087429,46.2875089,41.66530369,11.25337097,7.470749639,8.975176124,9.518540191,13.31528576,11.58614234,269.1041623,238.8684245,306.242764,194.7320378,273.1373507,160.988096,4.318678121,3.217074634,2.822664456,1.934456277,3.390760243,1.97527037,49.40811415,51.74811341,82.80498723,69.77723977,68.07600357,58.41503706,67.46451401,59.87989025,45.0109594
"H99",0.103299457,0.080441478,0.106204841,0.272125693,0.336114924,0.241764403,0.320673479,0.370215819,0.367624458,52.06309878,30.90927643,46.48516318,40.31251812,56.60864043,42.9813299,12.14259985,8.301390038,10.19250107,9.493155284,15.05604281,12.11277969,271.2413201,216.0646601,320.4956376,217.9184862,277.9631996,187.3565955,4.137280281,3.105343397,2.992589423,1.826558407,3.63285691,2.543011297,53.6832978,50.56883568,75.33865445,89.25589695,66.23388237,56.03113543,69.97982822,60.95689781,47.644312
"HMV5301",0.107155076,0.076866017,0.108739441,0.279449829,0.432882385,0.194169823,0.330204543,0.338520228,0.41887186,59.63396827,32.00602153,44.10236411,45.88949239,62.2256609,49.32052154,13.13288616,8.611704908,10.68269856,10.27754584,14.52419669,13.1692433,326.4027764,217.8414276,383.202874,225.5960087,295.3098916,181.885443,5.475359218,3.307310041,3.722709811,1.936837598,3.781855272,2.199637998,47.89598803,45.70124651,78.95328263,80.32450036,65.34676988,53.51232196,76.76787382,70.48865181,51.29034192
"HMV5325",0.101206567,0.074315482,0.10367257,0.28359629,0.379829155,0.25252357,0.322812111,0.350263272,0.382430957,50.53717211,27.24413263,36.63584603,31.03860282,63.50575015,37.10108243,11.76205012,6.904650572,9.024389254,8.140248065,14.14822317,10.85815701,288.2654122,221.2070645,311.778465,198.7540458,262.9997544,170.0815526,4.313393146,2.988296248,2.57366749,1.674645989,3.341058322,2.215670988,54.37042308,51.39202562,87.31830811,80.17739508,66.90526165,55.36382548,65.23846273,61.12910822,41.37913441
"HMV5343",0.098276571,0.080410445,0.105752955,0.263736539,0.345184395,0.293598174,0.299483279,0.366390341,0.365553172,46.05367208,32.80625355,34.97816778,41.71143855,54.15978964,44.39527243,11.08323449,8.8194503,8.950009095,9.682591011,14.37585242,11.91219421,265.0966624,248.7268473,277.7980315,195.3328997,260.955109,212.7295327,3.962553728,3.310938118,2.576517272,1.74804071,3.358024047,2.696753687,53.98198932,55.06664098,82.50820576,79.18273217,68.20172496,61.34781951,64.53977147,60.34426788,44.92505466
"HMV5347",0.116486223,0.079978011,0.10695659,0.299116695,0.425026551,0.278457703,0.281580899,0.345157399,0.404589327,49.67027822,35.09853109,41.89524865,47.20333936,61.20316397,51.85839465,11.75963287,8.70863989,9.532065893,10.26438165,13.6273143,12.54796949,305.6587873,235.350986,398.0731347,223.5354204,242.9867684,216.0778442,4.538667817,3.352360225,3.482275748,2.051610767,2.944128034,2.95956143,57.54577434,52.97551062,94.60305228,75.01885518,67.12176822,53.10488771,77.79858821,62.32811314,47.40460207
"HMV5405",0.100445232,0.079662788,0.10542868,0.239852804,0.374458566,0.210969932,0.290406116,0.356790937,0.356262812,45.48757148,33.24493389,43.29461478,39.37003514,51.38580658,47.61121135,11.6087665,8.318203678,9.936448255,9.458435168,13.28555538,11.63127718,258.6080689,218.0502394,340.0294325,189.5076144,228.3439388,190.4946792,4.254352977,3.200193511,3.176959772,1.775722446,3.023761008,2.171409527,49.16900563,45.69185645,86.9500133,72.48278775,60.03253661,60.461726,69.30555372,64.56512005,49.37976927
"HMV5409",0.110257271,0.081174514,0.101461096,0.317207284,0.379918329,0.222447045,0.349378847,0.368278248,0.387868423,47.92784155,25.63463208,37.51746363,42.29099956,76.83873662,40.59067231,11.33622102,7.347781918,9.276372772,9.735397654,15.50673522,10.82955015,284.7379332,221.9934829,319.6495531,231.2909795,298.5654432,190.4577118,4.371380729,2.976957908,2.887363612,1.960758393,3.811633085,2.165648777,53.230175,51.37559226,84.55306986,80.02207218,68.96007141,60.93913194,75.73060507,60.25159879,47.55233811
"HMV5422",0.095472187,0.06901908,0.100361941,0.25285154,0.36434491,0.251446301,0.30474879,0.372439983,0.347785155,51.10031631,31.11703058,42.97001939,42.01208558,57.67006877,39.12295458,11.98300141,7.407694024,9.549712657,8.939295403,13.39184596,10.83490869,274.8231984,236.1421328,317.75749,182.0452045,252.229986,160.5197737,3.977954244,3.350198352,2.775532614,1.487250895,2.972490453,1.884838619,55.20460005,48.00381187,88.81439335,85.09911156,71.29236983,71.85348705,61.45063255,59.85042846,36.89788443
"HMV5502",0.106674834,0.07743973,0.111863206,0.304662302,0.38347294,0.19794446,0.315888573,0.362530658,0.418948516,57.79313189,28.922208,41.98891026,41.9330281,79.13585073,50.82934419,13.07594931,8.08338397,9.573803205,8.585289219,16.47305292,12.48838355,396.1167315,221.7551394,280.0277118,199.8353629,268.1509306,170.9299353,5.200123539,3.28100964,2.910612483,1.509320618,3.733904262,2.205902848,64.75872002,45.96169785,75.96677564,71.8421732,61.97905083,60.58140567,60.96801445,66.24527941,45.52047746
"I198",0.102164849,0.086655318,0.114121399,0.292282322,0.357973887,0.314699239,0.3639172,0.365284246,0.433969295,50.41744235,34.35011421,38.18637514,38.18073383,67.63146498,51.69920475,12.05819626,8.799674957,9.501852209,9.093082035,14.41138305,13.12722565,349.6486647,232.8399564,317.0033901,217.5921402,258.2323025,222.6758657,5.091112566,3.768028975,2.817851565,1.921128959,3.378261368,3.146379363,57.25137007,50.87047679,91.09958009,74.23688,65.973968,52.9930503,69.33335448,65.90604032,42.4338195
"I205",0.088326699,0.074154828,0.089644048,0.250662062,0.295014405,0.244295945,0.272849319,0.321059184,0.26875998,42.78165052,28.12108922,32.10376409,40.81895881,47.24644641,44.5759007,10.18053138,7.230104741,8.250211945,9.126184975,11.68636943,12.00079381,182.6837208,192.354238,215.2127115,166.7953783,214.0669484,178.0096566,2.61979861,2.681604321,2.017085971,1.507903648,2.413018146,2.402866518,58.47379042,51.2950102,83.60275784,81.87617364,62.2080765,59.90072307,51.91065946,50.06333059,53.05896701
"I238",0.10470252,0.077321969,0.113857309,0.286282926,0.375771326,0.241642293,0.311078502,0.363916892,0.382876887,47.88699232,28.2006064,41.49974287,35.8712078,64.79319435,41.44040461,11.50140015,7.85568683,10.40650633,8.811165875,15.0040535,11.6438786,268.7429087,223.1370282,305.8998714,206.7228782,251.7204349,177.7782723,4.223023174,3.296291117,3.012496567,1.814328989,3.342257795,2.377048253,49.05847343,46.17310458,76.30190503,81.04371189,64.38649031,53.53309557,64.65938683,66.22011276,41.81209726
"I242",0.099466797,0.082095764,0.110846193,0.316708025,0.359778527,0.241434021,0.331182597,0.391085166,0.386816793,53.33539392,34.24501323,42.91086397,47.71055179,60.44273556,49.69615406,12.08124228,9.022635549,10.81855127,10.04942677,14.47551416,13.34814337,286.4858869,252.0232547,304.5748489,241.99765,261.5285774,177.2209625,4.389132743,3.778556197,2.945758647,1.782890226,3.735134853,2.665675412,51.76923971,48.57637589,81.56318593,82.73086102,58.30630659,49.30869917,61.73243601,62.81383513,50.18852523
"I261",0.099570238,0.081263008,0.09299274,0.248482654,0.307417856,0.270535495,0.28082673,0.300778608,0.334728049,51.91151137,25.42303076,33.97484265,38.70231368,55.82225338,44.61894704,12.51225124,7.524702046,8.417681728,9.037925292,13.62297539,12.57953118,285.4244366,213.9324677,290.4456584,182.1060353,249.3196593,200.5458569,4.033738774,2.683328976,2.339696725,1.524271119,2.995340614,2.899160586,62.0902101,57.6095268,88.08145315,79.45247714,70.34648084,47.82314143,64.73483544,52.92845848,49.13998995
"IDT",0.104471047,0.081021149,0.105303071,0.262724926,0.373382364,0.20030243,0.327573263,0.366558842,0.38992215,56.92882764,30.92825163,50.8419004,43.59339761,58.26888403,42.75120231,12.97409396,8.758594572,11.26350914,9.748202118,15.52874682,11.21248786,313.4260966,278.4995166,305.877295,193.6908627,289.3932309,146.4719711,4.887830781,3.569313256,3.561502274,1.773879698,3.979957685,2.050758845,54.83735769,54.23615874,64.64797022,79.17449681,58.51911502,51.01693518,68.368585,61.43965828,58.71653239
"LAN496",0.103651038,0.078403809,0.105879384,0.294569376,0.376856996,0.261478311,0.328357422,0.368086433,0.396428774,51.33648931,33.15757138,47.71938796,47.56915604,65.13108798,41.06925393,12.23642696,8.782655129,10.63454472,10.44448154,15.20765733,12.84015483,303.084209,245.7557522,311.0820568,210.1397943,285.1180532,213.4616628,4.795438184,3.644370074,3.217843291,1.976448209,3.974816435,2.68474253,52.68371032,48.35906726,76.88263375,73.05920836,60.87203509,59.0477639,68.41978403,63.25497376,47.15908718
"LH123HT",0.107930137,0.081367649,0.111312183,0.352820085,0.422547017,0.327198384,0.378126678,0.404853756,0.444285363,60.63496507,35.13245231,46.03593311,51.7469343,72.85190846,66.55714255,12.44510242,8.67438412,10.59560641,9.91656438,15.40917735,15.04835632,285.9906045,237.8837188,333.3924817,242.9162014,285.7157664,223.1339065,5.444792287,3.94443254,3.459642859,2.251499795,4.387793994,3.447068071,42.06129233,44.16911999,77.35886287,72.75343189,53.58517921,51.44596565,75.32072447,66.8373373,44.83608777
"LH145",0.112201147,0.081127784,0.102945227,0.302799023,0.343144567,0.293052519,0.319278127,0.365012197,0.367569411,48.4307252,28.76986284,43.07658511,36.30630104,64.28756535,62.95705579,11.47693805,8.171567916,10.02883942,9.141775093,14.56915179,14.56198744,252.8854453,219.6460744,255.948777,218.2910233,253.6497688,201.8169209,4.077919983,3.349575815,2.831050895,1.924802198,3.522935631,3.111259225,49.29109978,48.31200235,64.5419482,75.98876533,62.87021244,48.62506883,70.34690885,59.7663106,43.89926914
"LH38",0.120162629,0.090046781,0.115456616,0.334002723,0.432014753,0.330511117,0.373018,0.418814211,0.425527164,51.37081959,32.34962793,37.23078758,39.16142668,52.16975246,50.62486501,12.06460915,8.699970729,9.341037822,10.12485738,14.1340433,12.7165957,311.7232949,254.1212724,358.3506364,199.6534039,302.1044446,205.6174243,4.922258906,3.978801958,3.509151495,2.323362507,3.912375667,3.033951039,50.12127795,43.96590474,78.86380507,56.71737072,62.69563766,49.63208563,74.79268226,67.10490446,56.90445648
"LH39",0.109379441,0.094625979,0.102092251,0.367730985,0.379885449,0.333430239,0.405425467,0.394306504,0.400894449,48.0280794,30.1799434,34.39825374,38.63780827,62.69073452,54.3899,10.98506739,7.830051034,8.22033809,8.961830333,14.57470527,12.59917424,275.960171,242.8122322,268.3690514,231.9438592,311.6145363,236.7630876,4.235257809,3.587772497,2.480023865,2.147782684,4.149380959,3.401028776,53.05442648,48.46562773,84.35236433,72.89604553,64.94957392,53.83433081,71.08076608,59.37817545,47.31861
"LH59",0.093173878,0.077395128,0.096904036,0.24681129,0.355388951,0.257174559,0.289591634,0.329197653,0.390169113,48.2995075,29.1749258,41.95790075,38.73085862,56.60721959,45.77832048,11.37248673,7.603602857,9.913944907,9.574224575,13.55994056,12.43658181,286.9558523,204.4837526,285.6044742,199.6493312,226.259702,175.7770016,4.289652509,2.972828795,2.608311538,1.713478165,3.05861437,2.612548441,53.34723034,49.84834365,78.08213981,79.74104625,60.7622959,53.12719737,64.38428752,58.63969337,41.54341125
"LH60",0.107311631,0.077042276,0.104042114,0.27665031,0.382567705,0.23969896,0.295785118,0.333025373,0.37958389,41.33657782,31.69844406,38.74854794,38.49387892,61.74352286,45.32830487,11.01404603,7.987254356,9.266691066,9.355952517,14.64095039,12.37627582,245.7132545,201.1844445,293.723592,194.2454585,221.507169,150.3622735,3.527998368,2.869041009,2.805063506,1.888048631,2.868302454,2.524932176,45.48302892,49.13931416,75.03583181,69.7539159,54.56331965,40.06242955,72.17790735,59.54811309,57.36080092
"LH65",0.102915508,0.083823177,0.111375044,0.263229671,0.339982122,0.249922556,0.318426652,0.380576051,0.332695042,34.83629682,29.73874744,37.75787605,32.06903389,54.62748805,37.491927,9.657786721,8.350699369,8.902406744,8.034314014,13.13892172,10.51940233,203.295862,263.1639788,303.917616,180.2105298,277.7741703,175.5540172,2.238865218,3.487248834,2.6880083,1.549560449,3.337987549,2.183861625,49.07852466,53.20083432,86.82853119,76.1905777,69.43289413,62.72261659,68.03703309,54.23923965,50.91035562
"LH74",0.09637918,0.07630132,0.097841944,0.278435927,0.324974615,0.248243788,0.301570865,0.318775076,0.376504888,55.59487063,31.35154368,44.27531331,41.03768597,62.14156008,44.28970808,12.84556442,8.318750353,10.14858036,9.370104082,15.00945447,12.64660848,240.2258105,189.8174207,266.2506264,188.8060329,230.2865879,154.4777626,4.608249008,3.019039233,2.66802858,1.848624931,3.450365514,2.431153029,40.02419836,43.68945284,77.31727793,68.38226251,56.04085747,47.37084465,61.10246136,55.36526835,39.63161136
"LH82",0.109452601,0.071510273,0.104411094,0.253326063,0.365347167,0.236137335,0.258432528,0.339938486,0.363219779,50.96383638,32.76440165,43.9677003,39.17388092,55.8303841,38.31509749,11.52862318,8.78376061,9.932346311,8.53500634,13.57311575,10.37359496,245.8116191,231.9657107,303.4295508,174.1608576,223.7620231,165.3476176,4.238212388,3.403575819,3.057560793,1.636177903,2.822492839,2.025885005,51.79662222,47.59425588,74.78643317,69.35523379,65.88666959,55.59767583,67.88625411,61.5352724,40.70294997
"LH93",0.106658293,0.081590513,0.110133844,0.312656665,0.367304403,0.283791998,0.293068024,0.33445377,0.376235938,47.90602002,27.97878972,44.92387094,40.2301822,54.8699934,38.78307811,11.50917563,7.801255664,9.07848789,9.354303704,13.39163855,10.89700223,248.8050715,209.5385161,293.2138149,197.8939463,222.2182816,184.9148922,4.114812157,3.016510668,2.743654328,1.92602879,2.90002033,2.708814654,47.22816894,46.92854252,78.93904942,66.51625684,67.97701888,51.66037262,75.82132727,66.70570366,42.97167586
"LO1016",0.105638749,0.081568977,0.114609416,0.319391604,0.362992645,0.307600316,0.32698528,0.371882974,0.435849265,55.89287125,37.14186289,37.44260164,45.5529351,59.26992329,56.20655428,12.93566973,9.555883963,9.590132939,11.20444481,14.31292379,14.12428179,324.0845353,257.289086,331.4943487,258.1413708,272.7220598,219.0937281,5.567139568,3.932623235,3.083214398,2.424234735,3.683999687,3.290127653,49.37222724,45.89870675,85.00672236,76.8957016,61.6448361,54.08248781,73.18434643,70.16563106,46.50271381
"LO1026",0.106978049,0.084286529,0.112867712,0.297028918,0.360531616,0.294377678,0.312259545,0.368345245,0.40012177,49.0117354,36.255157,46.91414601,47.62712893,66.80784353,51.72940674,12.18671952,9.090942178,10.68844453,10.51772557,15.09680061,12.91185043,326.3722581,259.8485158,347.392429,249.4710192,269.0817045,220.0932989,4.880353614,3.788658155,3.473672888,2.151847866,3.394557967,2.857831295,54.43115102,52.0026606,78.7366828,83.13917249,65.13421095,59.89421809,69.6929015,67.20384261,46.93945338
"LO1035",0.104441854,0.085044435,0.109853981,0.295148016,0.35614633,0.287406283,0.313989388,0.38643841,0.41926349,51.74533188,34.00413129,41.82558495,46.53543902,53.89389772,49.34889205,12.36387518,8.691876745,9.871662061,10.71377018,13.61498227,12.58858651,281.8028896,218.8430264,324.4619262,207.5294794,249.5382039,193.8206599,4.92568492,3.66901003,3.083514267,2.144466548,3.49580051,2.992633665,44.14011765,42.49158959,79.9917228,70.42521868,63.53940309,47.3401135,66.98871611,66.87597567,42.95288307
"LO1038",0.092042881,0.075051614,0.093090225,0.254082857,0.324194986,0.243973045,0.289263389,0.319648381,0.303080372,43.80539567,28.25375027,31.62118791,35.47693813,54.31758539,40.55523115,10.05417839,7.095456356,8.236013184,8.892801953,13.29709876,12.32243334,207.8834663,199.2470072,228.3050561,179.2450929,213.8525111,171.1364337,2.950519784,2.812223778,2.138901797,1.506564567,2.89634317,2.298491775,54.77292335,51.22144902,73.24337767,82.25939894,61.75715645,56.33219881,59.48605653,54.03497336,37.05980581
"LO1056",0.101089632,0.078481264,0.09666512,0.264393658,0.420595696,0.276234851,0.304506784,0.314559609,0.354843516,50.99978442,30.22048,36.54545657,45.43755046,53.08706022,47.82869559,11.88355685,7.322501404,8.78825092,9.427157311,13.3777359,12.54881322,281.2094402,226.3184655,342.9223322,192.560566,263.8590081,205.1826299,4.038628348,2.801081513,3.056711423,1.671953335,3.174051501,2.527598101,58.29061004,58.57953935,85.62321652,81.86515898,72.03859223,57.29865516,69.91892518,58.75717722,46.70800751
"LO1063",0.098451876,0.080262787,0.099714398,0.275158678,0.313758106,0.287044007,0.301055568,0.330223163,0.349447161,47.57816983,22.60948248,48.52220277,38.16134573,53.49661326,59.0104279,11.19084173,6.930842498,10.14129562,9.20616416,14.04147515,13.83387049,206.5300626,192.4610299,246.6726114,181.5550062,219.2851668,196.7712061,3.768385708,2.533589446,2.525975446,1.731927634,3.035096974,2.964397905,44.7940042,47.87947193,70.32686221,69.23226442,59.85964834,52.11852907,62.6065725,58.65409059,43.13103592
"LO1087",0.08577909,0.061290191,0.087552368,0.203479647,0.33412738,0.164194938,0.229475513,0.292642169,0.315091961,53.93393469,27.79733018,43.56265345,33.04665977,58.49405319,42.03867339,12.96437092,7.254169574,9.435375922,8.420735294,14.71586083,13.21854122,238.2773065,195.3762018,282.754402,142.1043166,192.6224431,153.1057905,3.945691602,2.590899029,2.527602393,1.019920608,2.490298941,1.905219573,47.16270907,52.76021978,88.40775815,100.6853298,59.80995288,54.3692797,51.91742869,54.02724922,39.25658823
"LO1094",0.103256776,0.083480251,0.102683175,0.291865358,0.384586809,0.307967335,0.308673375,0.378768777,0.373749547,43.429549,34.08463,37.61983486,45.23430693,49.46059876,45.94146595,10.99451505,8.888100386,9.383988408,9.910156753,12.85193255,11.53205437,255.9952335,262.952329,373.2656046,228.5915598,248.7763363,224.645255,3.891021271,3.719049423,2.875772304,2.047949078,3.121229044,2.701718765,53.84374015,52.63976871,107.6455715,83.67224314,68.27904909,46.36767492,70.05602168,59.56232394,44.93264373
"LO1095",0.105923894,0.079761291,0.104454117,0.289823866,0.391259521,0.216962931,0.332887928,0.354161191,0.373448763,46.81567912,28.92997832,40.06414043,46.45607466,56.51413134,49.78534219,11.96599602,7.895415052,9.870896094,9.948568397,14.03725695,11.95612308,205.5905086,249.9226203,328.3372818,222.7688915,259.8465521,191.9751127,4.497581197,3.329950579,2.862254754,2.210699137,3.534841898,2.073589479,32.53399084,50.52525565,81.66484006,70.66814957,60.58420192,58.86315556,71.1472151,67.87780305,49.11949437
"LO1101",0.101268535,0.076944406,0.114965903,0.281057237,0.335737962,0.233635621,0.28302543,0.375230534,0.429093127,56.77237615,33.76419765,45.47880919,40.6981286,50.49577846,44.53317873,13.17758358,9.086670938,10.17591989,9.892614002,13.07196773,11.8346821,311.7939021,232.5502714,285.3009811,189.0756577,217.6053529,162.8498034,5.505129852,3.56292085,3.007392333,1.83458728,2.924499126,2.397001743,46.14869754,47.17567157,73.8705463,69.30483553,62.18449589,49.73288052,65.42146547,67.28747234,41.47912861
"LO1106",0.099317511,0.07299997,0.103517206,0.280708935,0.357310932,0.2135166,0.267372252,0.345736346,0.388605255,50.22378251,30.54735459,46.88406266,46.19267751,67.19133246,49.76654479,11.52687033,7.653417966,10.50647908,10.17279748,15.50569136,13.16513017,272.044433,214.5761245,301.7655938,215.4175472,222.3646843,160.7000269,4.441558259,2.811163202,3.103832668,1.901870347,3.326555873,2.444293379,47.71519231,55.32190416,74.93635419,84.41125887,55.00708391,48.42055211,64.35244296,62.41064644,43.44521639
"LO1123",0.116948656,0.097386933,0.115707956,0.342446456,0.45512025,0.327534287,0.405160686,0.427761461,0.448148057,50.48277671,35.93393907,44.64000729,40.81616166,63.61428026,51.28682107,11.92562929,9.184714659,10.20159053,9.938186556,15.29854042,13.01691607,333.296954,265.3728758,371.9081781,243.6619622,308.0748796,226.9404371,5.255129606,4.30062767,3.436305203,2.259190382,4.271709305,3.534389529,52.52335062,42.50661485,84.92192626,74.39719683,62.48399494,45.60517431,80.42138668,69.833569,54.47843419
"LO1124",0.089183178,0.071676045,0.096536732,0.257893014,0.321393428,0.243115478,0.270544088,0.357174404,0.34470365,48.12880305,36.92234449,38.81206909,43.0118485,54.23722659,37.92078798,11.82866837,9.038893286,9.696864583,9.190924153,13.95742029,11.79693105,263.9627028,255.477524,248.2728807,187.4770972,216.1043573,176.6475956,3.92476813,3.642556638,2.183739499,1.733295773,3.039842382,2.596096926,51.0956493,52.55399557,78.80373829,72.94239961,60.85956053,53.48866153,62.60341941,58.6349078,40.12809251
"LO1172",0.114532394,0.081404576,0.122324317,0.315420464,0.394902851,0.255230813,0.322279758,0.421967773,0.433038811,53.11587003,34.70711433,45.60269019,38.75153064,59.42421937,46.74276596,12.23276459,9.290428871,10.00900949,9.184658587,13.93372863,12.08174474,316.0223987,286.3332671,381.5004398,230.1287943,255.4556901,184.0424653,5.165056893,4.26719065,3.490698557,2.090412885,3.613027819,2.442332157,48.21354825,45.95363205,88.38329272,72.1827269,58.89579146,52.52568297,80.3891828,79.9302816,48.04719504
"LO1180",0.099093443,0.069655548,0.117612008,0.314830241,0.356955509,0.226530106,0.320140547,0.404611636,0.426007574,47.18539486,31.27386803,37.42311074,45.07223093,58.42827193,46.60678787,12.08576098,8.540313058,9.405317584,9.186202399,13.31418025,11.9066256,298.2261007,271.877068,278.5438933,190.4211637,246.731482,169.4145315,4.785960537,3.893856858,2.641871044,1.634925986,2.851396163,2.203368674,49.81401586,47.72469728,82.27460186,90.68112036,71.70826984,63.07382699,61.37124423,72.78885207,32.19200277
"LO1187",0.102994613,0.07966025,0.111415626,0.290473105,0.380868101,0.244517925,0.29993761,0.383638998,0.394323329,55.6878801,28.96787534,36.25813004,39.58221224,55.45723932,49.80328829,12.2486718,8.165006752,9.107076295,9.880536804,12.9504955,12.07832446,246.199504,245.5322341,322.5129718,221.0631225,251.1326202,183.6617351,4.57488477,3.327654939,2.710923003,1.89845651,2.800673647,2.511129957,40.35387176,51.35690492,93.68720128,85.50460447,71.63266759,51.38994812,67.26304164,67.0540271,43.70903519
"LO1199",0.099531749,0.079879809,0.108055923,0.278156925,0.364201555,0.254245911,0.297028173,0.365436258,0.404606538,51.6243463,29.61968551,47.40194584,40.75695553,64.44145996,41.72406641,12.12132634,8.190606362,11.07338556,9.560289887,14.96420908,11.53746653,297.5014762,258.2026048,321.4183421,204.4429823,227.8521129,176.3556592,4.582897523,3.415949763,2.768984289,1.83168827,3.450585999,2.463374715,51.62074019,51.95278624,84.28465451,78.4951179,54.72330262,49.97650316,69.38072049,63.57172944,44.79743491
"LO1203",0.092668331,0.077059338,0.094198941,0.254241642,0.318356047,0.268295244,0.291054549,0.315987929,0.344071585,47.5084516,19.78364431,37.17542026,38.09831621,49.60961714,42.20788128,11.35444316,7.049929723,8.861785325,9.181809886,12.77558459,11.86110753,219.6006284,193.3708609,270.5458102,187.1393721,237.0579497,190.5506226,3.91030617,2.701102181,2.599805477,1.666395567,2.909216774,2.599165866,43.52212872,49.37761642,81.16294018,76.42618914,67.88291681,56.99557335,59.35123443,55.56770587,42.80570637
"LO1223",0.111166548,0.076657435,0.111144612,0.302820579,0.407530735,0.244355986,0.320330928,0.380503418,0.425153605,47.70253204,35.50830988,42.85039606,41.8594382,59.63901131,44.73621756,11.74587731,9.173911522,10.44719391,10.01800067,14.32013956,12.35961183,346.3152654,279.486631,359.019561,262.0808382,253.5771658,190.487503,5.061996165,3.952442158,3.219126875,2.134682302,3.492380837,2.528059898,57.5360741,50.82954195,90.47980428,84.89219822,64.78605331,56.24695126,73.79577452,71.18666764,44.22527814
"LO1242",0.103573133,0.079270215,0.099584169,NA,0.342171475,0.255198427,0.293160643,0.333897424,0.335277694,42.92442675,32.06157122,39.94861835,40.37615643,67.00223316,41.12851718,11.22077064,7.882058878,9.721861111,8.956743916,13.9552608,11.74615223,238.4579377,226.6876904,285.883242,184.6271237,219.9831194,164.4012533,3.827775368,3.208782727,2.616800749,1.513708515,3.083990639,2.3167741,50.90139256,50.73794447,85.69768185,81.6475188,60.78389166,51.32550003,63.67773703,58.1574219,43.11880331
"LO1251",0.088302182,0.06667161,0.099226309,0.225462682,0.30939611,0.164992513,0.275852651,0.351221058,0.383703747,53.09800806,25.10477622,41.52672507,50.74334854,66.91517945,43.5242506,13.08102158,7.218909672,10.03307712,10.74094675,14.83917645,11.28401147,308.4187942,230.5740191,275.9061613,188.9981453,242.938613,171.2722303,4.707281223,2.948069475,2.559261049,1.763558875,3.153523767,1.69241672,51.68427641,53.06293612,86.22942193,74.00353694,67.03806506,51.8599641,56.80444846,60.91724429,37.00240919
"LO1253",0.10260732,0.083866373,0.11509532,0.26521681,0.359105179,0.234332569,0.317297184,0.400318927,0.425680533,53.01782172,32.51808507,43.96977527,49.41466738,61.38388295,46.79383078,12.6280393,8.667597314,10.53224077,10.16175043,14.24477369,12.32998661,351.6201718,250.3742885,359.8556216,189.2435974,306.3267813,182.0068454,5.607176515,3.987149098,3.466939588,1.732119082,3.664885987,2.537202535,51.41986779,45.62703977,82.81590824,78.93632737,69.18982766,51.17965258,65.33452881,68.0279755,54.23227884
"LO1261",0.098270896,0.070605691,0.10296848,0.289009592,0.352850593,0.210387314,0.26756025,0.414074632,0.363220474,50.38851345,45.6295805,40.0148257,44.00278393,57.68710966,58.55616882,12.10056248,9.383568356,9.449361455,10.22209367,13.51729346,13.27578701,276.8478044,276.6701706,282.8868705,214.520081,206.4795421,169.4650293,4.06315366,3.977129706,2.663646733,1.886973887,2.829016699,2.227077474,52.82307086,50.29068102,79.78683555,83.93179336,62.05748889,54.93383165,64.55605441,61.63207612,38.81488348
"LO1266",0.104910939,0.084473638,0.107864971,0.29328016,0.379174184,0.290240133,0.350894748,0.38923933,0.357894515,53.67696744,33.4453456,43.11976386,47.26255511,67.23022375,61.15789235,12.20479164,8.91818005,9.871236969,9.75263439,15.40387637,13.96972407,243.2997022,247.5942683,326.07735,207.7480697,305.4865557,218.9933367,4.337749117,3.735074032,3.1303689,1.884804515,3.917764071,3.18013596,46.2963428,46.35188048,79.57433451,84.04326447,64.24311867,50.90665525,66.21162609,68.38691961,52.07733165
"LO1270",0.114640748,0.079124333,0.108527156,0.292909896,0.372100595,0.28253077,0.318444363,0.35163262,0.382517689,49.25241191,35.04245631,40.99881264,40.3891484,62.15783903,48.41435246,11.38309514,8.75145307,9.378245806,8.739250173,13.83589842,12.85066154,284.0710555,246.9868059,337.4492773,211.4907721,253.5320751,196.9774698,4.169191865,3.561653129,2.908925904,1.828117081,3.232979321,2.782213107,54.53653811,53.24683659,87.42132234,81.5122483,69.61403941,51.79748853,79.8171726,66.51290671,41.40048052
