"GENOTYPE","Winter_2013.LAe","Spring_2012.LAe","Spring_2013.LAe","Winter_2013.WD.LAl","Winter_2013.WW.LAl","Spring_2012.WD.LAl","Spring_2012.WW.LAl","Spring_2013.WD.LAl","Spring_2013.WW.LAend","Spring_2013.WW.gs_max","Spring_2013.WD.gs_max","Winter_2013.WW.gs_max","Winter_2013.WD.gs_max","Spring_2012.WW.gs_max","Spring_2012.WD.gs_max","Spring_2013.WW.Trate","Spring_2013.WD.Trate","Winter_2013.WW.Trate","Winter_2013.WD.Trate","Spring_2012.WW.Trate","Spring_2012.WD.Trate","Spring_2013.WW.Biol","Spring_2013.WD.Biol","Winter_2013.WW.Biol","Winter_2013.WD.Biol","Spring_2012.WW.Biol","Spring_2012.WD.Biol","Spring_2013.WW.WU","Spring_2013.WD.WU","Winter_2013.WW.WU","Winter_2013.WD.WU","Spring_2012.WW.WU","Spring_2012.WD.WU","Spring_2013.WW.WUE","Spring_2013.WD.WUE","Winter_2013.WW.WUE","Winter_2013.WD.WUE","Spring_2012.WW.WUE","Spring_2012.WD.WUE","Winter_2013.Be","Spring_2013.Be","Spring_2012.Be"
"11430",0.110194255,0.09203819,0.11836129,0.308847805,0.397078137,0.293702984,0.36203812,0.418099893,0.397154943,51.00336974,37.16247486,38.05054233,40.83577157,63.04474238,41.8999593,12.32291176,9.047811535,8.877877321,9.888920399,15.07794551,11.84772929,271.4519159,265.6196201,358.8164486,217.967098,299.6147986,215.9024912,4.547018211,4.342774199,2.654096157,2.062523877,4.464034667,3.107656068,48.68186436,42.18740806,79.57146806,71.5830819,51.8419342,48.74830055,67.54553973,69.9254489,65.46013506
"A3",0.116815728,0.084915855,0.103040783,0.342923696,0.380924723,0.260543626,0.367329482,0.363138996,0.341787987,44.86308214,31.59872537,44.44649064,50.10341706,58.48448106,50.00914289,11.53964456,8.267071547,9.658329849,10.03242524,14.07829981,13.33488908,255.1518832,254.5482994,342.4918392,261.335921,345.5458098,220.212057,3.793120577,3.613495714,3.115501091,2.263960509,4.058529141,2.892651633,48.39893298,49.63815634,80.13193199,80.79928757,74.28078763,52.87363633,82.0834129,63.52448712,54.47369808
"A310",0.11421126,0.078968239,0.112961742,0.32310123,0.390020483,0.245101262,0.305644032,0.401722354,0.409809231,46.29232523,32.06397766,31.31971757,39.68618899,38.64507575,33.08475393,11.18702017,8.633665476,8.400122531,8.956151604,12.86845502,10.51776898,296.5677457,303.4584544,314.3104829,220.8983125,244.6531152,196.5170056,4.380046813,3.901771959,2.578954796,1.957471475,2.901658227,2.338899636,53.29430185,57.8964576,96.84753722,80.11184327,74.9837496,59.1719731,77.30593554,73.05748838,44.82845918
"A347",0.10698628,0.084309037,0.105928805,0.295145922,0.36001276,0.268102657,0.303464777,0.349612725,0.386252335,57.88694058,37.26774621,43.31752814,51.66505681,61.06904776,60.48441163,12.26489822,8.936848572,10.4113841,11.54231182,14.59219816,13.80574842,288.7549651,221.2648345,344.3048636,201.06937,241.8766907,230.4816474,4.857857966,3.436643074,3.397081049,2.343029362,3.337869994,3.164575834,49.27662768,46.30868465,81.51528194,57.98730145,59.82881043,51.62270623,68.8083691,65.21751262,54.38892773
"A374",0.11800619,0.091136735,0.11859618,0.316812703,0.400621595,0.292989833,0.364922873,0.414885511,0.441742011,50.11383184,35.93427362,42.67375121,35.5147224,55.31127757,46.90114749,11.87960282,9.291320397,9.903482591,8.859616477,13.33063,11.94750519,314.4661781,262.8950884,369.8387756,220.0138109,295.4588258,203.2961775,4.76542827,4.209112517,3.335865588,1.92931618,3.91940549,2.853117091,52.61290449,42.68507238,86.95234751,70.79617762,64.07374195,51.3364912,82.56695493,76.39556098,51.20308161
"A375",0.099066407,0.081135937,0.100288675,0.28245919,0.398268871,0.279033066,0.32153389,0.354900322,0.381776894,51.9325161,30.65972678,43.7868047,39.7360362,63.13145121,46.7179338,11.70748598,7.969242474,9.609768138,9.266804005,14.52214557,12.54554881,255.9438777,231.2558911,330.0685694,177.6683072,278.5513009,192.0923466,4.211449312,3.274159694,3.112387855,1.725850587,3.628590977,2.800872089,47.38060424,48.32589525,84.85418734,67.52557992,63.79699126,45.40868336,67.58409776,60.55470664,57.47334666
"A554",0.102959548,0.072037517,0.114730817,0.29802091,0.35593603,0.238015926,0.283203995,0.394234,0.369433121,50.21746212,35.29375704,45.93619028,45.50230018,64.61246524,56.23499619,11.87468577,9.051975921,10.20672115,10.0486304,14.05518648,13.20499304,234.0416931,253.2110537,273.346836,220.8270041,232.1166681,172.1145218,4.049819279,3.958097384,3.020000657,2.040970963,2.955046278,2.60176554,48.21318156,44.99534951,70.22061191,76.47912755,67.66895343,48.62881772,66.51575343,67.48338848,39.76396315
"AS5707",0.092978029,0.075827429,0.1024307,0.260723448,0.334937857,0.258396501,0.276832122,0.327684023,0.381263913,45.50309122,30.49363951,37.56776987,38.07271884,54.59991602,41.99700555,10.95194415,7.824168952,9.119246704,8.87712667,13.24376297,11.32675127,287.9445543,235.0034696,272.5445898,210.5403326,225.6999466,176.2640153,4.204925304,2.984881063,2.595952922,1.769135963,2.904849825,2.345267835,59.02957785,58.19916565,88.60134478,87.94397814,64.76622478,54.30970742,63.77621,61.36647219,41.84294864
"B100",0.101643885,0.07980054,0.105810715,0.288158929,0.402654276,0.253121728,0.340645763,0.396387964,0.417888796,60.3315402,34.96264599,42.57754902,46.11201663,57.55183006,40.44966632,12.93330104,8.832309406,9.465590081,10.37001943,14.01523797,12.06351481,312.800507,238.0026379,346.6532961,227.2115077,263.8069567,180.2254112,5.212596824,3.91345591,3.082980564,2.028503378,3.712909611,2.66023767,48.90535878,41.68338795,86.51201159,78.17801052,61.18455796,48.33912805,72.47475889,67.05215772,45.11154992
"B104",0.098030382,0.090087465,0.113074625,0.247994434,0.339594878,0.292647665,0.360314882,0.363782869,0.430471084,52.6591895,35.34253989,36.35894275,38.11715306,67.52966322,48.8411491,12.41002388,9.146623945,9.567694526,9.533331517,14.33169353,13.22041115,321.7647153,243.489831,276.0935553,174.7285958,293.3093988,213.989777,5.107530569,3.557281271,2.767236267,1.556745587,3.999972268,3.139788557,47.76772914,49.78632824,73.73379367,74.22884922,59.0789782,47.877703,64.20561586,69.43167554,59.93710521
"B105",0.096696317,0.08971154,0.108287819,0.254612387,0.338723276,0.312377864,0.360420586,0.383275233,0.41627605,58.35031842,28.35586071,35.21142195,42.91100514,65.93027418,51.50818627,12.68650146,8.103843439,8.360708962,9.692552458,14.85933889,13.51913488,330.2476144,259.7891833,240.9080633,194.8122604,289.063397,211.2216583,5.070163868,3.503088414,2.175017968,1.815945658,4.137401129,3.244759729,51.05775976,53.75888471,76.24863923,76.50227308,58.03133414,47.82824332,65.84336106,64.31489609,49.32539361
"B106",0.109326778,0.086716689,0.110760907,0.308800168,0.347411974,0.291299714,0.337134218,0.364060734,0.384014086,47.63210856,27.53641639,38.87342956,39.52528885,65.25944024,58.4452163,11.80556587,8.480868808,8.922000295,9.57605081,15.25531621,14.35312197,299.0932441,275.4891181,316.5177933,247.1589939,283.5219134,245.3436635,4.793370023,3.726959141,2.796587005,2.075780694,3.98525303,3.402116172,48.66097239,54.78113391,97.37060608,85.69499746,61.18462661,51.95710954,72.10840782,68.99684061,54.12716931
"B107",0.083148883,0.061802362,0.094468635,0.244483859,0.274348357,0.1742677,0.220772829,0.326868098,0.333373329,41.06737608,27.02670203,34.24547889,33.27265606,48.82747674,35.99184495,10.47125047,6.707408523,7.700410947,7.811298132,11.77429972,10.63658958,236.8411991,205.3459527,209.5981956,166.9070637,157.9627037,140.1023429,3.20732735,2.542039615,1.803327571,1.29686351,1.876586086,1.558808001,62.32833518,60.33146629,84.88462069,91.81448629,78.57816519,71.08775011,51.50069935,54.97038968,31.66539188
"B108",0.094625881,0.071959933,0.103302251,0.246857867,0.381620334,0.263946086,0.300611432,0.385001417,0.375417122,55.83161625,35.09097891,45.64655076,40.95011243,62.94541424,54.46364642,12.98625615,8.800772774,10.35016004,9.554783666,13.0475824,13.55209365,272.8621251,263.8836001,351.6216634,184.5100675,229.1163011,201.3067713,3.837298314,3.732016712,3.165765853,1.634566507,2.681454377,2.724585906,59.82882028,49.90944884,85.69179814,77.95870971,69.86204307,55.79725038,63.9557071,60.5481831,37.08502925
"B109",0.103662289,0.078267228,0.100894573,0.287660347,0.334024729,0.207485283,0.331019237,0.341266405,0.377719154,51.87477785,32.80478883,43.51086152,42.03455654,66.62242729,44.16019488,12.18778119,8.750697914,9.818298525,9.447248391,15.03558452,11.55972772,291.5137384,224.5933008,284.4427314,212.7315698,290.325321,156.3772363,4.10165657,3.163212717,2.914799629,1.911092906,3.659874929,2.001564984,57.63631174,50.13413324,73.29491594,80.04451422,65.33597822,55.39298204,69.24905235,59.13063654,47.1297708
"B110",0.106250802,0.080000911,0.108480984,0.291645984,0.356816064,0.243110694,0.342154144,0.408442293,0.390117495,51.40127582,25.39584484,41.83947608,46.72459084,60.35092003,45.91306159,11.99044859,8.071469471,9.262859797,9.652825754,14.35715725,12.49052834,262.3810907,245.7830017,276.9796647,207.7827387,267.9632837,170.8707528,4.405249123,3.490781157,2.603574513,2.003413843,3.50472429,2.344889999,47.59276563,48.46186527,78.6775641,67.98362084,66.11501476,54.84938114,71.59254996,65.72963166,44.1049989
"B113",0.089512966,0.073800773,0.098174792,0.235840738,0.384476165,0.232850139,0.278931754,0.371393784,0.326986306,38.83148428,34.62403009,36.16845678,36.58344099,43.94634042,36.08886047,10.19967754,8.691589831,9.349295894,8.536080924,13.11647755,10.51880205,197.7994929,245.1282428,275.4047366,159.7580688,233.6816234,162.1228647,3.046439241,3.628334622,2.701754426,1.520712654,3.032506118,2.217556782,48.07772019,50.04949345,78.55491416,75.43623133,66.00715533,60.57481771,59.67611258,56.65930461,37.90475433
"B37",0.108867134,0.082434163,0.105989387,0.318783166,0.383150982,0.2780021,0.351004061,0.362501131,0.366052443,47.09889082,28.64285358,37.93556371,43.48124967,54.60205652,47.32279179,10.96529126,8.230157043,8.726983571,9.74209079,14.02793543,12.40412468,274.1997695,257.615003,318.7463691,248.7973483,288.5172546,171.2184916,3.787103723,3.386817848,2.812119136,2.049282208,3.584215372,2.182714118,57.61655956,54.85768383,88.23295843,86.90622975,66.98537419,65.07732039,69.88388659,61.86850897,44.17233035
"B73",0.094905852,0.071574128,0.108731907,0.280023901,0.342105696,0.231760244,0.271397978,0.376844545,0.370918972,48.82857463,38.11829617,48.74534684,47.43956157,58.71203804,49.07393732,11.78201915,9.251526242,11.15871402,11.17228249,14.12712527,13.5884028,284.4690567,262.9946952,285.8374216,204.0397072,209.7289702,179.0833759,4.168508374,3.769912827,3.193420082,2.27985542,3.064145905,2.661456306,52.64297376,50.99257453,70.68532564,62.55437179,64.05060444,50.60134384,64.9907229,63.93113194,36.18017475
"B84",0.109831237,0.091170978,0.107081252,0.31914345,0.410277496,0.322174561,0.365873408,0.392014303,0.383183295,52.14701034,37.57637956,39.60620378,43.74706278,60.36627764,47.56457827,11.95964928,9.532588407,9.980523217,9.627490686,13.7701869,13.34933734,265.813824,263.961257,347.6573332,238.7108478,302.3532737,203.1209692,4.283150611,4.088371236,3.098406804,2.10955647,4.011331811,3.794035552,50.74309699,48.81509028,89.24078205,76.50961173,63.39120933,38.71521266,73.4672434,63.73653387,55.63652378
"B89",0.110567182,0.076868825,0.115579343,0.283821191,0.358155141,0.251028028,0.321265821,0.394810803,0.395177428,51.14258346,37.94860813,47.15085018,44.74241317,62.08293249,49.99680058,12.1276988,8.919442429,10.31988682,9.980961397,14.81920728,13.14750408,260.2331462,284.8335124,323.8342422,240.3800022,260.217049,187.8017606,4.629009568,3.904487803,3.0541586,2.192480008,3.477943852,2.819060728,44.7764813,51.21946887,77.24883983,75.17986574,62.64328279,48.63844247,75.9433361,72.32405697,46.78202527
"B97",0.116254538,0.087927639,0.107674702,0.328115167,0.518809033,0.303239184,0.303923465,0.360714013,0.431089794,55.03591568,40.16764064,46.82516299,45.92466451,55.47545285,47.93821649,12.57148152,9.860936458,11.17719871,9.97459665,14.39319699,12.04875425,301.1634292,274.5300342,528.7745269,218.0681533,221.1881921,223.366011,5.210627419,3.983582046,5.014387955,2.118420857,3.135929523,3.017933753,46.25878753,50.02230803,95.01935324,67.23026344,59.34277256,49.94666132,86.35528077,68.44228758,48.6242942
"B98",0.094208855,0.08206914,0.094678474,0.236620703,0.32656786,0.263178311,0.318114117,0.329652342,0.322364373,43.68707681,30.10467939,36.25301306,39.28358742,53.61126472,59.50528368,11.24527358,8.452277087,8.905377928,8.952268361,13.88200893,14.32011513,202.290616,195.8825363,262.3328866,174.9689044,229.6047297,195.5303911,3.381224162,3.070204055,2.303328847,1.575019894,3.243415788,3.182375201,44.88604567,41.722637,83.24289304,74.02766776,57.9444508,43.16085177,62.02357461,56.79415048,43.66689286
"C103",0.107490041,0.076019744,0.1044474,0.33106359,0.348114291,0.267692014,0.275988294,0.349381258,0.39416561,39.77538658,28.02434237,36.71075586,37.63062512,50.03478699,40.97101762,10.37880915,7.622836935,8.410261581,8.478344441,12.92570277,10.89723289,267.7483266,259.7576529,298.0776357,240.8605378,226.1981387,189.8524679,3.957086162,3.040084024,2.367665977,1.941803979,2.585231677,2.211119343,47.95629718,63.02874395,97.04556897,89.58506078,71.5975942,62.1777172,69.62228984,64.59909848,42.97267713
"CO109",0.108893633,0.072624143,0.104999343,0.309052587,0.420875156,0.274254321,0.320128817,0.415468472,0.380410563,53.94832446,29.02292777,41.83845991,41.37927605,58.09057997,41.71257135,12.18654214,8.74521686,9.612881748,9.414289365,13.5218616,11.0983989,310.4278878,306.4940623,356.9755393,241.5863042,264.3813621,201.7827877,4.80512303,4.226584158,3.191737089,2.010927439,3.366273192,2.502062124,56.49454093,54.76240166,89.87117706,91.87838058,68.36454065,60.08715464,67.69107343,59.52565096,39.98232793
"CR1HT",0.115462813,0.087938863,0.115265606,0.325222671,0.416354621,0.338726102,0.36059961,0.398383077,0.451699845,53.47608336,36.95566812,42.34053037,40.32036083,64.17431136,49.71341821,12.21817257,9.368538208,10.03873985,9.169041888,14.95439467,12.68719247,347.9208525,295.6752037,378.2001072,237.9706772,301.7017052,279.4662492,5.659251988,4.199160754,3.59886664,1.955421536,3.86754409,3.693699304,52.84473214,54.07666624,85.33425092,84.62420077,70.88179479,57.47243039,77.32522606,67.51503247,50.14037877
"D09",0.105489446,0.077468488,0.114998189,0.292762599,0.401415388,0.276759133,0.346598829,0.415096526,0.407921983,54.13296899,33.45608909,47.89301389,37.60533163,73.70530181,41.31813775,12.52763386,8.557738663,10.36328567,9.353333068,15.77644576,11.35620765,336.1937034,284.5740769,396.4630849,241.2528242,301.3253067,198.7301174,5.146996967,4.209923536,3.22115871,2.077243226,3.965810903,2.718520166,54.71762276,48.3810553,102.3568062,83.63009713,67.9573799,52.57441085,69.55796001,67.68360217,44.58884447
"DE811",0.088613726,0.068888203,0.098642807,0.260963192,0.298908557,0.237936823,0.281840132,0.343568897,0.347183979,45.75949295,29.28395381,36.40227144,42.0592561,53.26959176,47.7353449,11.19360427,7.493670986,9.229163005,9.161187043,13.21753781,12.21845577,254.7696273,229.9609723,225.3575683,167.2576526,210.028971,166.554855,3.660314592,3.029625339,1.998010536,1.658638726,2.782771458,2.470156433,51.55277282,58.12650965,67.89867848,66.50827496,68.65815175,50.56629471,52.0841899,56.20660899,33.42054511
"DK4676A",0.088133281,0.070252885,0.097230724,0.227353912,0.299585338,0.148427176,0.27102843,0.331093723,0.305033383,48.84937159,31.15125401,34.78627169,39.6450237,52.98699745,44.69287932,11.72955346,7.882375078,8.885009704,8.851127497,14.55898775,12.8505402,244.6862322,235.8514764,251.676392,165.0741252,244.4155755,159.6192028,3.576376751,2.892320559,2.185429441,1.180951321,3.15672613,1.758227903,52.01241231,55.57117341,86.48248952,100.8671954,64.34851959,70.13147923,51.84144361,61.20924581,49.11333072
"DK78010",0.088501064,0.065923785,0.091748297,0.243133605,0.308308987,0.170204314,0.267346152,0.309525543,0.296239463,45.5941988,27.79956976,36.18933257,38.94990794,55.1335776,33.83748658,10.83096484,7.309305231,9.29201922,8.62289391,13.62865973,9.427908353,212.0353689,201.2806195,251.3902408,163.3991772,216.3643901,130.4489253,3.039247068,2.722861888,2.285167816,1.448876741,2.733362611,1.264769362,54.39697899,49.30039802,83.90984769,76.71047005,67.44685932,69.79886344,56.1320597,51.91516298,34.38999595
"DK78371A",0.098985496,0.077116197,0.097801311,0.312107572,0.345502772,0.270267292,0.303238735,0.344213198,0.368176717,44.32995854,32.586369,31.58976674,32.15211347,51.99839726,48.53539805,11.28030491,7.257728415,8.0931199,7.991656933,13.68911427,13.20986331,275.5761802,239.2442878,305.9782905,202.3908321,241.1287088,212.0639773,4.012226807,2.812840538,2.44000919,1.667136956,2.845812555,2.750637047,52.99555902,49.76956876,101.1538284,83.75551856,66.83454961,57.90862086,66.23612364,58.58303395,50.44004442
"DKFAPW",0.126412561,0.091650344,0.116227676,0.332586128,0.432789858,0.287757486,0.36617059,0.389995029,0.42376167,52.05917335,34.46338145,52.50344393,41.20405017,60.46378279,57.83289677,12.04156286,9.223720653,11.08297978,9.660250568,15.51775486,13.17618282,325.7133774,279.3778867,382.2608955,254.91689,317.5194212,240.5845424,4.979254246,4.125493965,3.839265548,2.305196548,4.19418376,3.159375919,53.04562309,48.79523801,75.66946998,78.70172556,64.13535399,60.00387231,82.85840837,72.40726162,55.54172977
"DKFBHJ",0.114554034,0.080801343,0.106727454,0.31057699,0.394895263,0.274419446,0.331199525,0.40325074,0.379502736,51.02234804,31.28685528,36.72682659,37.62830301,62.5290675,49.85314011,11.69769158,8.732481505,9.02919493,9.872848551,14.087245,12.61777033,244.7285743,279.8462401,348.211592,245.8351874,263.559904,171.2697091,4.191641834,3.769879689,3.023884962,2.183135074,3.479209275,2.411672615,46.59571533,52.35135241,91.08892109,79.91757743,60.39729096,53.7814341,79.70270424,65.37762729,45.8753255
"DKIBO2",0.119729782,0.08694189,0.120104138,0.324625356,0.410071022,0.22388794,0.3293672,0.394669764,0.434606011,60.7020667,37.12497386,39.72191575,41.10651199,77.25685236,63.34095367,12.64965259,9.822692237,9.8010766,10.02592184,15.35289568,14.71545974,328.7739915,269.8237992,369.5484417,230.671974,336.8297706,188.7069389,5.657867683,4.348688315,3.322425498,2.150383108,4.265519789,2.600555149,47.87879116,44.60973593,84.81228447,69.97129016,65.07035327,54.9965426,80.2985318,75.01299152,57.41637966
"DKMBST",0.116810148,0.094560542,0.116818228,0.287463323,0.395962875,0.304522553,0.376481419,0.385544709,0.470946497,49.89034991,32.31983189,41.80914837,34.01634641,61.31972447,42.40683694,12.05392059,8.320191811,9.312195,7.885184717,14.96458849,11.16409755,353.3645409,241.0153001,355.7658774,219.8141916,314.1428359,210.764598,5.442811762,3.286619375,3.127781073,1.824502057,4.143450943,2.915226321,56.64179119,48.94358309,90.38534598,78.88533111,61.87331999,57.0727135,82.27079695,69.54682705,55.79125436
"EA1027",0.116759097,0.083117221,0.112770308,0.278054471,0.415059109,0.257064861,0.352044254,0.409320748,0.431189758,54.63657107,35.23696868,38.40919273,40.75366567,61.18249201,40.13470655,12.6135935,9.256464559,9.786710497,8.205689547,14.48128493,11.94583909,334.4565743,320.4713315,373.2099911,188.2599883,301.1286315,190.912239,5.309136635,4.167319915,3.424871594,1.592550735,3.886684624,2.398961474,57.00099898,57.02766335,88.71399706,75.33678358,66.54492367,54.20041179,77.23344981,70.51476135,51.52258276
"EA1163",0.106733844,0.077050545,0.111562754,0.288280909,0.370218718,0.26593703,0.308244452,0.357905435,0.455963459,68.05717587,32.45059265,44.12530826,32.66258808,59.61988046,52.68116423,14.43217427,8.464457465,10.20102191,9.704058924,14.99086425,13.98590086,388.5454268,237.5542099,337.5822116,208.6341813,290.1050506,209.0442843,6.543607618,3.543657892,3.412657791,2.03515198,3.544268097,3.016673501,50.06432268,46.88515509,77.30851228,69.67262236,67.28638387,55.12074204,71.22295526,68.18198545,52.14715862
"EA3076",0.104823322,0.081905919,0.110224356,0.271165138,0.347350643,0.308940227,0.308173349,0.376662928,0.44751936,60.20827342,39.00655144,48.55388663,59.06522802,54.70772233,53.2977084,13.19335444,9.87837857,11.65927085,11.46759597,14.06034801,14.60170162,344.4455959,299.4548688,349.1449259,228.1816381,288.7573103,211.7322379,5.950988363,4.464304644,3.474299657,2.364993117,3.500160928,3.335128777,47.03864567,50.41897831,78.30494791,72.03500793,70.36063497,52.1977828,69.25483243,70.21407809,46.2135581
"EC136",0.103852977,0.067795212,0.109970042,0.283325663,0.393975182,0.27868332,0.330412759,0.401265975,0.400499913,49.19707926,33.61714974,47.88731764,42.86139269,65.22058876,56.67322921,11.65128194,8.618608961,10.38269238,10.09270828,14.07640214,14.03593662,284.231025,253.2720639,320.9059738,218.9672089,288.8898092,207.1907239,4.427348158,3.689301755,2.966104645,1.993074937,3.212310266,2.88943168,52.39499248,46.54122658,87.32016942,77.30320552,75.04990498,58.77246906,65.95046623,65.68971717,37.19607561
"EC140",0.101478519,0.082249278,0.113341806,0.293382713,0.385438087,0.294450135,0.349630556,0.392165493,0.409372655,45.63728648,35.3544779,47.72226795,39.30326272,57.03066003,50.5125843,11.58688445,9.196597441,9.952283555,9.432899633,14.60572973,14.60702595,288.0686958,253.4108501,290.1890483,206.8440121,292.7732684,199.2875782,4.555098556,3.841704706,2.884010127,1.892520136,3.723008971,2.929963903,52.69767265,46.14668599,77.2271311,76.22134519,66.83940975,49.79781098,65.8569371,66.34418073,47.19111878
"EC151",0.085621222,0.068432399,0.090513092,0.247018119,0.282325348,0.250485769,0.287826431,0.294714274,0.321997423,50.35182556,33.4040347,41.84945457,33.68477722,63.82926288,53.82913569,12.08350461,8.259487393,9.00633407,8.275766039,14.59201481,13.67912224,206.1316366,184.4586542,221.0794076,145.5523461,206.4106609,187.6831003,3.661215641,2.745896641,2.054363457,1.385305486,2.904269901,2.775765238,44.90603509,51.28101773,79.95543072,70.6945266,59.042127,53.04188345,52.62329569,49.98228255,33.9258031
"EC169",0.095646187,0.069446886,0.09898354,0.27810805,0.324249723,0.186471327,0.297157607,0.350440879,0.366963153,50.75544262,30.77540311,37.1768426,39.75710888,67.91399271,44.96658731,12.31904053,8.266768366,9.305831745,9.4009291,15.64313258,13.00647016,281.9413937,223.4258958,294.0999821,218.9690401,251.2058657,141.7017859,4.467836633,3.264884825,2.596427853,1.857708296,3.246189878,2.238984447,51.14112498,48.39240764,92.66475161,80.06849785,67.35005675,44.92170187,62.46519341,58.58090304,38.8999385
"EC175",0.098220678,0.080859267,0.107881104,0.276839311,0.358772392,0.238696434,0.326889736,0.363915681,0.40597627,52.64056378,30.21624523,36.95292672,46.36098063,64.13665422,45.34084273,12.70767024,8.129599271,9.325881032,9.839171843,15.03572792,12.48705918,317.2542307,238.063819,311.6663179,209.880846,291.9399331,167.21848,4.927558824,3.382772117,2.702139825,1.933646709,4.019852571,2.520907339,53.45471132,48.56317542,90.29821416,77.79369367,62.4353815,48.36376324,64.5021857,64.73965491,50.37878271
"EC232",0.097710946,0.079293899,0.101259202,0.293476564,0.379281687,0.276151517,0.342004994,0.390880081,0.37769834,52.56622125,33.49475937,36.84506572,39.6364587,48.92971974,40.55181646,11.87630363,8.386831863,9.410488551,9.233889492,13.49781632,11.61927841,262.4810134,259.5148452,313.6271951,208.5782866,297.408864,187.7108576,4.231510228,3.485753648,2.893108983,1.768571281,3.580898193,2.630502034,49.44845163,56.57474692,85.6144055,85.77548036,71.78774013,53.57380311,63.76166582,62.87496341,46.37843955
"EC242C",0.105914643,0.082480588,0.111024724,0.289962865,0.371731646,0.243612431,0.335525131,0.362502511,0.39594013,55.87864601,31.37509888,38.44118226,39.45101155,54.35162354,44.15724199,12.54275894,8.148027837,9.003462851,9.232548756,13.68717245,12.33517763,304.209054,275.7172704,311.3992597,205.7785098,273.9586255,196.4717891,4.904286134,3.616017365,2.761384193,1.841278676,3.678271422,2.497798895,51.49377153,53.18041336,86.4385035,86.58278153,64.37752021,59.49460848,67.51485283,66.26298951,46.42582466
"EC334",0.10561498,0.087633437,0.104641859,0.275545581,0.325877817,0.306080501,0.307140005,0.355038519,0.367621597,52.73558644,36.3107594,38.2608562,44.5569959,68.69305642,50.42029068,12.71930255,9.307604903,10.240464,10.26410445,15.38677297,14.37785659,244.0406712,218.4363321,252.1801457,201.4445606,246.2252172,228.0105375,4.281125694,3.449736394,3.051996819,2.036483353,3.522479702,3.660916633,44.32637543,43.64376156,61.26195849,67.93394505,58.03964807,46.09260084,68.59985643,61.34137384,51.8844865
"EP10",0.124510716,0.10044294,0.134335889,0.324731894,0.469949634,0.344311376,0.408608722,0.420117936,0.443017922,58.39350081,37.66340555,49.3828034,46.26139728,87.52165564,56.65382302,12.67471561,8.944600057,10.3577028,9.966080156,17.36854425,13.23812768,397.130413,328.8376666,449.5825366,257.8198888,398.9410929,268.3965927,5.99207047,4.328096694,3.546734578,2.133570003,4.759147311,3.695047873,55.19243522,55.03275376,101.7807808,89.48331377,70.00664043,55.32915631,81.48873041,83.99183404,68.21385232
"EP2008-18",0.107255957,0.089548508,0.107757123,0.307135373,0.358246062,0.31947757,0.317661313,0.39253617,0.383816408,50.84943738,35.41094059,32.63340083,36.0662932,46.30000697,52.14130742,11.8878715,8.857830126,8.848792256,9.318449686,13.26372025,12.81470763,303.7853712,283.7597168,298.8851853,227.1733291,262.7102676,242.4882136,4.401706454,3.866094363,2.771025531,1.994276345,3.629035336,3.132073074,56.48285153,53.54466134,84.73660884,79.40113589,58.8471339,57.48284988,69.81702261,69.88455212,56.51467498
"EP2008-22",0.10284396,0.090066023,0.103323445,0.295857626,0.390728543,0.266142993,0.3470099,0.365147024,0.360107827,49.12719389,31.45277959,39.27108135,36.27497998,50.95600976,49.33233514,11.4767125,7.92596268,9.563348447,8.803630633,13.5636026,13.76579038,241.1055514,226.6318182,311.0399269,187.2815198,279.8391282,231.7364441,4.064543993,3.224833169,2.878585332,1.552929459,3.605261854,3.201567733,48.71601166,54.12706097,85.3854061,82.69558525,63.01737732,50.93590021,65.00225672,58.60099928,58.35218328
"EP29",0.107901299,0.085012055,0.109828035,0.285154216,0.374220285,0.285963881,0.313939406,0.398814034,0.36823075,45.01026177,32.58109406,33.72335303,39.60018165,60.27748962,59.60872083,10.67830249,8.318375386,8.228257462,8.707653884,12.14031708,12.78562642,251.3954136,272.0964565,258.2126744,194.4806163,235.6477079,193.8549362,3.982202286,3.652133177,2.438449457,1.690435463,2.832964407,2.757798083,48.49667415,53.21441268,74.67790827,75.91007346,68.10846195,55.6351214,69.73988934,64.25858141,45.28656149
"EP51",0.104335526,0.069697292,0.108908116,0.280536223,0.348693924,0.225991889,0.27078218,0.355653011,0.400898084,55.82436546,35.30924696,37.04037823,36.31140018,59.80785121,40.05711387,12.34036417,8.81175017,8.639441055,8.819020425,13.58426139,12.65228017,332.2181469,283.6472866,322.3702598,215.9129225,241.3560916,173.44072,4.952544508,3.643399434,2.758421996,1.739833814,2.81485073,2.394981876,56.19071944,59.05545716,86.19400521,85.88452071,74.01490373,56.92523485,66.09021721,63.73507388,43.7337516
"EP52",0.120124751,0.096220487,0.126322775,0.344716656,0.376225248,0.313180911,0.344041333,0.382573354,0.466364408,56.97677592,33.6137444,39.50420166,43.15349837,62.0074467,44.39698932,12.58598516,8.615957462,9.549551419,10.17048433,14.81036964,11.54487045,363.2183332,282.7515314,318.6743451,271.2304987,299.2546904,240.9852434,5.629507098,3.920893142,3.159165759,2.421438518,3.636431804,3.075391119,53.17405607,51.79456816,75.84419909,85.86824204,69.1527241,53.80866533,83.30932659,78.88189666,59.52652595
