"GENOTYPE","Bernburg.2014.OPT","Blois.2014.OPT","Blois.2014.WD","Campagnola.2012.WD","Campagnola.2012.OPT","Campagnola.2013.WD","Campagnola.2013.OPT","Craiova.2012.WD","Craiova.2012.OPT","Debrecen.2012.WD","Debrecen.2012.OPT","Debrecen.2013.WD","Gaillac.2012.OPT","Gaillac.2013.WD","Gaillac.2013.OPT","Graneros.2013.WD","Graneros.2013.OPT","Karlsruhe.2012.WD","Karlsruhe.2012.OPT","Karlsruhe.2013.WD","Karlsruhe.2013.OPT","Martonvasar.2013.WD","Martonvasar.2013.OPT","Murony.2013.WD","Murony.2013.OPT","Nerac.2012.WD","Nerac.2012.OPT","Nerac.2013.WD","Nerac.2013.OPT"
"F354",71.71,76.6,78.37,20.53555877,38.87374122,35.41395434,54.1399732,13.81824412,46.83910567,53.16825306,67.13034029,43.02055029,101.09621,77.80174212,85.41505036,66.97884266,97.54602785,72.76230744,65.02598323,78.72751857,71.69104886,82.36809718,90.53947044,53.35172451,61.24178677,50.68611534,81.42256658,49.67014563,72.08297741
"F608",66.95,82.59,77.76,9.14062513,24.39126526,27.81443374,56.36216601,17.78477034,50.53646585,41.126421,47.92719942,49.12492907,99.95612955,70.53988968,82.11683579,71.45528646,83.95705908,100.2962867,92.2449383,105.1249738,85.59981302,70.85068164,92.81573763,73.98152214,75.38152482,47.21717595,87.09723558,24.39425532,69.73655523
"F618",87.06,94.82,90.24,24.58331828,57.65432419,37.37888294,54.51254161,12.17145946,48.1718461,55.43389401,69.78234813,62.59937362,117.2647975,83.81959279,103.0703744,75.79098218,100.1597084,113.3526357,113.2697252,93.91233642,83.03706217,82.08253023,115.6827619,67.62194082,76.08251692,48.53362519,98.39479121,41.81226498,77.98793267
"F7001",89.97,82.19,75.73,14.79786279,55.49491302,41.35922395,56.67393584,15.02806195,45.23026374,48.84148387,62.00365527,42.83509937,99.63127327,74.16443457,104.6513409,59.61031642,105.9133524,99.8229933,103.5611765,99.36247338,61.91507328,70.26381158,97.0152116,59.76093659,61.39888463,42.42252793,83.21521651,42.70683282,68.84232797
"F7019",86.86,93.12,86.89,20.22211131,44.09055155,30.92087148,54.54489328,14.91686946,51.37719731,44.1203866,58.74698471,52.69516792,109.8916991,76.73637022,100.0219673,78.41719015,96.12598823,107.6883428,94.62314198,83.02388992,52.95120042,56.28201668,89.93936569,57.72511795,72.83563962,50.8966814,91.43326267,37.41401346,73.65774401
"F7025",87.45,96.37,83.36,15.80333919,38.0219172,24.98338669,46.35034615,19.43906529,32.01744547,52.5596201,61.52935194,48.48383022,101.7399807,67.34032885,101.5643059,63.63462755,103.1684701,92.23658888,97.96657777,83.17644157,76.43240691,83.36070686,100.2524031,70.46128523,63.79010044,30.93023383,81.31992544,24.99017688,66.8472738
"F7028",80.81,85.16,93.25,33.03957716,59.81602045,40.51197314,62.91103788,17.27686399,45.48742242,52.26110599,56.77925924,49.79734763,102.2856492,76.33437693,91.34785924,62.99178513,94.77333428,90.26850032,97.05846966,86.39334388,64.78597106,79.56191833,102.8517595,66.55575605,73.30946011,33.52943037,81.61678948,23.90486512,83.67001763
"F7057",74.37,86.51,87.38,16.78593685,40.77279919,35.1102497,54.26791909,11.2317934,38.40352424,42.33183207,59.29462767,56.41634868,103.1857257,68.76665741,89.61062197,66.77156331,104.2791448,85.46063007,88.21924054,86.70109958,81.38205934,78.68701732,107.4431403,62.23537206,79.05769171,41.83716748,83.09103545,34.07860863,71.82696201
"F7058",83.99,90.23,80.79,24.48548363,44.70445482,25.69544241,45.49364709,17.06578403,39.05083253,47.07160666,58.54755984,64.75741668,106.439949,63.2069418,82.31485651,60.25076323,107.1908256,85.61463322,92.73624076,80.63142508,74.03595797,74.93000696,98.85812343,59.31753861,55.17719889,37.11659533,74.65163236,22.72192061,72.2754075
"F7081",83.49,93.07,79.54,29.20741267,55.68867846,33.6823059,50.35566335,20.81829782,43.12616301,58.40317818,61.19478307,55.1476506,129.4592533,75.39876763,97.7699117,68.57151103,108.7252809,103.1239228,91.90059778,82.65419592,53.65839979,55.60792544,111.9469109,64.38132867,64.26921511,43.73031469,96.96446281,35.82479101,68.44279563
"F7082",NA,96.17,90.56,25.1546353,57.22154176,30.94917037,49.02912676,11.72607433,45.3470324,53.08478653,62.67939266,57.58760573,92.92288241,66.42886468,98.18110712,71.78183343,104.3829675,90.41512698,88.67574748,84.87899025,49.84702593,70.82946959,125.3889241,50.06613227,67.73978406,38.92500138,82.09162269,40.23569257,70.32982922
"F712",96.74,93.33,78.49,32.82462631,59.00697783,37.04438236,42.69650155,22.14126609,37.48766301,53.65527406,58.56716277,42.85390005,112.3892488,75.17356373,97.80192555,75.64135607,92.91710026,109.1858685,95.31803539,104.2200522,77.85252096,71.65395317,86.48041031,66.07630877,71.10822798,43.22582556,90.80726588,43.10437836,68.16070848
"F748",101.56,89.73,78.67,16.67352237,39.80660241,29.8184849,50.53959934,9.93354074,39.17112961,46.78669726,58.8729383,52.28757864,119.6303577,76.34878513,105.3057111,75.21584823,103.193608,101.6314564,83.15827519,98.01309334,87.88471047,72.65605884,109.7538768,73.75231817,84.67465041,42.13910866,92.80585065,39.21466098,83.00840837
"F752",87.71,93.13,89.72,10.93783416,30.44852429,30.8294598,44.13933314,15.81164195,47.6717497,46.87804954,65.03411102,50.21997498,115.1405364,89.6297715,126.0535144,67.27219869,98.10420592,108.1792482,89.5710405,102.0328414,83.84632475,84.39648333,107.6941968,78.56853347,80.24078751,41.55862136,95.61374203,43.2795358,96.04062683
"F838",100.56,92.68,89.09,26.53364847,54.0310627,44.08266005,54.37616419,23.03557958,50.31822522,54.37566993,58.52311546,60.56730387,105.7572198,85.9994071,106.6195432,71.87085471,107.3295961,97.70440066,97.75197689,95.28322349,82.87333312,74.1682836,107.5119236,70.91382494,84.21092616,44.22450682,82.42190621,36.65809356,85.20860128
"F874",73.28,81.77,71.15,11.23788339,27.18571303,32.96686956,48.64372862,9.80283336,30.03733851,45.78539707,42.64686862,51.65163936,81.81944041,57.51708759,66.1414313,58.60561052,88.73483336,87.23091463,82.82705561,79.39677487,69.89589853,60.52857528,82.08825396,55.27137232,61.06854185,48.01625101,67.97080495,31.04758564,52.33003745
"F888",65.64,79.95,79.37,5.33288603,22.24706635,26.23497036,45.64717279,4.80018605,27.73060397,45.70294946,58.13938688,42.79966816,80.66443514,66.23264048,87.68295707,60.80652806,83.93166044,102.9902017,96.51362561,90.85049773,75.48312483,80.06402301,96.5543453,71.35313715,72.8204474,31.10593417,73.22455871,28.90362309,82.83793505
"F894",96.36,93.5,87.65,17.32129459,55.55915812,47.67842803,55.39974592,15.48592323,41.13607253,50.4500843,63.0659142,63.16099168,111.6457778,73.03301211,103.5652885,72.09251148,106.238281,111.9904368,108.0435083,98.6372439,87.10210032,73.99146635,104.4798536,85.55258111,85.51796784,42.85458694,90.45558672,40.28940232,73.01959243
"F908",74.32,87.73,75.5,12.94774523,32.6822742,28.37026396,47.44246282,2.98340801,22.14189724,52.07293535,52.76925886,49.83155406,101.719253,61.18620094,81.93641084,59.17104478,94.10942496,88.37453812,82.63460457,82.16347605,55.39516262,64.97864927,105.2474593,66.66317182,71.81286291,32.11761144,70.32782033,16.15899882,68.35612914
"F912",95.52,97.23,105.26,14.85176972,25.59967744,33.06269259,57.15387633,18.20186893,36.21238785,49.16170183,67.017126,69.86109044,110.2897016,72.73630264,93.68782207,76.52858723,93.0046852,107.5273061,103.114648,100.0929053,80.29793364,89.81454071,104.1086238,68.38073747,80.70667469,47.98995839,92.37245677,42.79729358,85.26819768
"F918",81.9,91.46,87.51,33.807878,61.12595526,35.47707733,51.63611789,19.01764977,41.83320442,49.17995145,68.15052136,65.05893177,116.9125909,88.68137622,110.6178477,72.612583,112.8088104,113.0853793,109.3486349,88.63401838,86.85005077,71.45219175,112.1331594,68.98956224,73.95615657,47.93290946,84.90334952,37.30926067,83.61344541
"F922",89.73,94.64,94.99,24.32415979,47.08492717,44.15970817,61.36615433,18.73871596,49.30324061,53.65197375,61.00975815,63.19170018,108.7793728,79.52961727,104.6034837,74.90788153,111.9857321,98.42459676,109.7158486,85.80235486,62.71798804,81.31745384,118.6079509,63.017993,67.90456103,46.4188757,85.78776191,42.01131244,78.45184777
"F924",95.72,96.95,73.3,24.7248271,59.75990418,47.34933149,57.72816339,24.03874588,48.80529191,59.48689265,72.78809292,62.33305961,130.775854,78.15401323,115.3077599,80.1540513,119.6271871,100.8337077,89.00162821,109.8693692,87.54866666,89.74110408,127.2256882,73.60610587,87.93356368,53.9661766,114.4714816,41.12520195,95.6644474
"F98902",98.73,109.4,101.23,9.57370805,25.69056731,36.60570865,52.74387304,10.845974,35.82107362,57.26816906,67.37933233,59.86153537,117.8026376,74.12499316,114.1789479,70.99698435,103.5011322,114.9958426,103.6879782,95.5472208,80.00697374,91.07488829,128.7458628,67.09772711,75.61982613,65.99266892,94.27686331,38.12811599,84.32079786
"FP1",79.88,81.63,79.62,20.25111515,36.00556629,30.03182381,47.29900322,19.27209455,43.84545542,43.83675771,59.87713486,53.99191475,109.493982,61.4785767,89.62017403,53.55826397,92.19490227,86.57274663,97.91003095,83.82808841,76.19625243,61.94176685,85.36008843,59.212796,66.3399121,34.47451863,82.87116072,19.6991805,85.1101504
"FR19",84.14,95.03,91.42,11.72520336,20.48444207,33.03581532,70.22143842,10.58117566,32.35201575,56.25951413,66.276737,40.81836548,113.9067202,71.86555268,105.4234213,54.42882652,81.54700697,94.91250879,68.10770579,96.33619746,66.54430732,57.15987723,100.6234016,37.91035838,37.00995818,38.06941821,86.31349219,34.08655779,84.19627636
"H99",83.59,85.02,80.76,16.26535813,45.2938377,30.51487732,45.81434497,14.19105903,39.88391605,52.93606627,63.67251997,60.67724957,109.0154677,78.92691625,99.60967663,61.93714667,68.4205861,91.79839307,96.44259323,74.44885903,66.5994705,58.99016781,105.0510341,63.59630563,81.75623794,40.68078077,77.92272081,31.49789056,67.5005613
"HMV5301",NA,102.89,96.96,28.44387218,58.12550335,42.65296033,65.37945522,11.15750357,46.8546219,55.78550716,63.52947142,63.96714479,122.7678649,86.14383237,113.347792,87.72732,128.7168102,118.1973102,105.7387331,105.444168,69.34931544,108.6378392,117.0850329,87.033144,83.12985368,61.85211739,100.3511012,50.91367148,98.75883505
"HMV5325",95.8,103.01,98.59,34.40748539,52.15714529,43.65780571,43.41012778,22.39409208,45.28169054,49.0386847,63.8704685,57.58737293,108.2639324,91.083997,101.6780438,86.97629379,114.9365988,103.4274674,110.300384,109.7632867,73.35171583,97.76915171,92.46265759,76.44890768,77.27110603,54.92216086,97.77757686,42.24367251,86.64481334
"HMV5343",100.16,92.39,87.35,21.68618115,44.18986859,40.42716565,47.34588148,17.14042219,57.17465412,61.55764531,70.17058149,54.21036253,107.8753281,76.6257389,104.7602518,71.42481051,91.55582498,87.02867659,91.71303496,89.25832866,76.57723569,80.42753577,100.0066883,73.51288821,83.73822762,56.40104569,87.35555369,25.5806421,69.59378173
"HMV5347",97.59,92.37,80.37,29.00582605,54.92347549,42.24615441,49.13119936,24.03811951,46.6950265,45.86181151,57.8347467,62.24899381,108.4293018,79.9814805,102.19419,67.99050941,111.0375797,99.61094241,101.3940379,87.68190966,77.57599029,73.49054213,114.6725463,61.43843724,59.50911863,43.10758654,80.93911417,37.54296692,83.05854963
"HMV5405",NA,106.46,96.82,22.71329248,55.04232221,39.58839552,50.36386918,19.64101668,64.1869101,59.57416902,72.11375267,45.49614931,121.8980579,85.4516112,107.8761577,87.38610562,115.1288484,113.764313,103.8371669,95.69500133,78.75819957,88.8433627,121.8317404,78.74395084,92.30712398,60.30464476,102.1578962,45.86056697,74.18850142
"HMV5409",NA,94.13,85.63,30.45069693,55.03276847,28.60859031,45.81890301,13.95328788,41.84789754,54.94086061,69.331238,67.97487333,124.2572152,71.05527587,100.3794489,72.08301798,100.3787885,96.87485447,87.73522883,90.30444522,82.97594526,89.86037116,104.4299616,64.31689983,74.47188719,46.96234451,88.12703215,37.00691177,76.78134691
"HMV5422",103.99,113.52,94.23,33.74729717,66.28374181,40.25391282,47.20585224,23.87448225,53.45739343,65.66144428,76.26077061,72.50494263,135.0882231,79.70295424,122.7148257,80.01110082,113.6135631,114.6851739,88.14419306,121.4380421,110.6818186,96.27578451,121.5192689,86.4435436,95.24472422,65.57723331,112.5898187,47.00445686,90.51649573
"HMV5502",NA,99.8,92.05,35.67277054,71.24325302,45.24098858,53.55931431,21.00612767,55.31128167,54.9015122,57.47129348,63.74979579,121.6031704,87.15010442,105.8550918,81.39377919,116.3688246,106.9995271,107.0364727,112.1869716,79.09936729,84.39704451,107.7420577,73.74267871,81.1386886,50.13189302,99.46480525,46.27278301,87.9414527
"I198",54.58,84.93,89.68,12.84048617,28.95961484,25.97640697,50.11786297,20.11091328,53.59313037,49.22569378,60.78170867,65.6503865,100.8242552,70.40695369,97.51612446,45.96698369,72.8783571,81.50579042,107.8393838,85.62081539,85.08913659,64.27715449,106.1652989,62.92887817,65.42039657,45.57568613,86.56845595,45.31210395,70.42500445
"I205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I238",82.57,91.65,81.8,22.31127133,51.33634686,39.47504211,59.81210889,13.53017591,53.03485176,56.68492905,73.89644872,57.46177032,124.7615142,70.96111848,106.6752123,64.28557843,95.48946037,100.8777144,91.04192901,90.5508953,70.201863,59.05845718,116.471567,70.90740968,86.17233343,43.05094709,98.95885103,37.7227795,73.09863559
"I242",86.8,89.24,86.34,6.56655662,17.9275758,32.91999827,42.36072098,8.66970764,34.51424184,43.45544519,54.01575795,51.5143152,119.1348735,71.51161369,102.6152155,54.60090025,97.99177362,81.79545525,74.99978695,99.67037801,88.1439707,74.11657735,81.25529572,57.62974854,50.49031731,37.95630043,91.74658081,30.97899143,87.86140143
"I261",96.91,92.79,84.53,13.89638068,23.3887097,34.91459486,52.89335236,22.8531059,40.85231914,37.2651807,70.96403095,53.20752162,108.7123912,77.75251757,100.4996816,41.13237363,81.44949648,95.2884961,97.16336018,86.29391982,61.29168788,81.31555934,96.00033077,45.83065679,64.2318384,43.81824017,98.80541522,43.76269598,71.93384497
"IDT",90.03,86.92,81.09,6.21451235,31.41195356,25.14718244,46.62197668,17.04831695,31.65365983,46.36174773,64.26444283,50.89450924,108.5823771,78.45229284,102.7912922,52.2974193,104.2381085,107.1490601,88.197251,83.82134617,68.46335257,86.62532736,98.08177541,75.18030975,84.50948123,21.12382406,79.79469343,25.51653762,71.51035001
"LAN496",66.87,93.6,82.99,8.99665549,24.64673742,32.38940962,47.35226492,3.76584314,21.49309767,39.23180547,42.23339382,47.75143676,107.1204405,65.28946108,92.97585888,54.99482693,91.78434547,83.49560958,87.72689426,72.05104565,76.12831051,68.93569267,80.97837656,52.02212286,44.70638117,37.28595158,90.13205445,32.47041559,72.57217008
"LH123HT",101.36,100.3,89.29,21.75967921,44.59532141,47.74731494,68.94673468,4.18344238,35.04887335,62.28204324,56.84804647,64.09128793,109.2536218,81.68944712,121.431905,88.83663898,115.3298614,126.0717763,105.4829671,110.7078589,82.9748183,83.96774228,113.3858637,81.7072337,74.43778712,31.93594831,81.92704302,51.35551223,82.18358537
"LH145",82.36,98.21,83.5,23.38451344,41.23025837,33.45857053,45.78842049,20.45657848,38.72030856,55.01717469,66.13524034,40.43293389,102.7900308,69.97654903,91.39862098,69.09345233,103.712265,94.57379588,98.10238277,82.77153221,77.8487494,63.42374695,107.0077301,61.2552188,71.22068864,50.83480444,90.42541779,33.1856555,62.151558
"LH38",103.38,94.84,93.88,19.01745524,39.71157827,42.61927115,60.79075692,10.97905674,36.81998094,63.41150919,62.41242562,70.46642526,118.3234748,81.5462041,102.5255668,70.49618873,108.1328155,109.3801127,102.2373289,99.20872885,74.89175349,70.53412269,108.407003,72.95250722,69.43382668,52.89704927,90.58280006,38.36702331,63.61727651
"LH39",NA,89.32,78.4,10.12307949,19.80668948,39.35351425,49.94608582,7.37677904,24.52067649,52.39882917,70.68809446,60.50856799,106.1328971,73.17891678,103.7790502,69.69436929,89.21424212,104.0621447,101.9136213,101.5866996,92.09544437,72.63776423,126.4666554,65.6744465,70.43789659,47.08209645,86.51671187,39.18024497,66.56952129
"LH59",103.46,108.42,98.23,11.74397376,25.64161167,33.52413413,44.56858928,4.53143315,34.1950891,54.02081389,64.3344021,60.03022186,124.9685536,87.42567395,114.6034853,66.35043243,97.02011696,94.1744377,80.18042198,103.8100909,97.18554113,79.23798933,118.6398284,75.9924616,73.19078199,51.07734737,94.61256001,41.95470988,89.85546417
"LH60",95.81,93.35,81.99,26.70826162,48.28011839,40.48319747,55.03591887,21.37993008,55.73439005,58.46889174,65.76390769,63.20160434,113.5480232,87.78210098,105.3475013,73.51009519,97.64776644,96.86297695,110.2068552,104.6178112,97.65730485,103.3968252,128.1946483,83.89604704,95.25793785,46.76658616,91.50830006,43.95143268,87.63642663
"LH65",88.67,102.12,95.05,15.95542653,36.47765442,36.57716212,55.67531045,12.51877133,38.61432488,55.89015952,60.2081111,64.60717895,123.2171654,89.71204249,109.264977,84.1003854,104.6980852,116.965676,106.9477482,99.08438329,89.79927961,90.11281375,113.4047282,83.4669697,87.41253593,56.00205666,96.97267332,46.90775608,79.5665603
"LH74",94.68,97.08,91.2,14.15264245,46.07499491,44.24711185,61.03647712,19.67244438,40.43286393,51.68801217,67.74189479,58.7743702,116.5552228,76.47731784,103.1503199,63.57503858,102.21927,103.7192228,115.5285353,96.68406106,74.46964903,54.65895439,107.1187159,70.95453601,66.70468112,46.80499364,89.90231395,37.9052916,80.56103707
"LH82",84.36,95.95,82.86,25.19864269,57.15431846,40.60839741,50.38351235,26.84619233,50.92100155,65.86751375,83.28920591,63.36570129,112.5704564,79.42188029,92.49853222,78.43997768,112.732439,110.4462094,103.1515853,84.15314733,91.22344066,89.79367485,111.4807881,64.00418076,66.59178548,58.58142356,88.37959335,38.31235798,80.56523
"LH93",99.42,96.28,88.9,30.44941623,53.46697057,41.23470818,56.01149722,18.66860506,50.32280902,59.4409758,68.56517051,67.58460142,118.8924154,85.80291985,109.549782,76.02042056,108.3485542,100.3638079,95.65817453,129.4628412,98.8332777,79.91850534,131.3737688,81.9091048,102.3360191,62.03572363,107.4661678,56.31216951,95.12622366
"LO1016",82.32,90.51,88.6,45.40016044,72.05286433,39.82766177,76.03263393,23.72245543,59.0890389,60.14484544,76.09831266,71.44263003,137.6778364,91.17343661,121.0327719,65.50609193,118.6217256,125.2893846,113.8747833,126.4153495,96.05194885,71.481057,113.0102174,72.03971749,77.71538784,54.34818087,114.6674064,50.77695887,98.8696081
"LO1026",NA,101.45,95.67,23.98555669,51.06918609,41.7726929,67.49551771,21.39545709,48.44849116,53.8811446,76.15046443,64.74894875,116.4252921,89.06753147,107.975386,76.71926567,116.3429241,119.1642712,103.7893734,121.8113985,103.2084871,91.15607793,96.79618467,82.32596723,89.64301315,39.98451406,76.5684652,43.44508507,83.20922786
"LO1035",83.71,95.34,87.92,28.82257678,48.62856113,37.77103375,53.06986565,25.69778246,63.08092064,53.48469948,53.00597299,69.42144014,117.0927283,79.39438018,114.0660113,85.7312145,108.6255825,117.5070404,103.4625564,118.3405499,89.95112823,91.5968204,141.8330101,96.6587594,95.65133323,51.69752483,96.46556705,45.95067527,100.0049638
"LO1038",85.58,98.53,96.46,36.56449537,63.87926521,40.68595282,71.41990221,49.7861983,81.02518963,61.12859774,85.39529305,62.34970384,134.9992361,93.48634122,128.492128,85.00884802,109.0176826,119.3433579,105.608278,128.1530292,103.8492976,91.90414857,107.4041954,105.5489977,104.2423647,45.89882974,117.6047197,41.86954603,103.1115763
"LO1056",NA,98.96,87.08,28.62673703,65.04482082,36.13842983,60.96550516,38.87909408,69.8255941,64.15293426,61.50790692,79.81727107,131.6268582,85.98817175,132.345565,73.92131944,115.4147975,114.6819813,92.20187036,128.2872467,98.50001773,75.50839831,138.5623922,79.92063397,60.77201507,53.25020888,100.8786269,64.71077781,98.69051624
"LO1063",NA,105.49,92.23,37.21952852,69.89790211,41.7295816,80.22246599,26.52077294,61.41868781,63.37421877,70.77496137,56.32130769,112.2161137,84.84487011,113.2265949,74.91632886,101.4877152,117.2892791,104.2465059,98.17942085,91.16283316,76.32996201,116.9165377,78.05611951,87.04955482,53.38954304,91.47867867,42.10060193,84.0140513
"LO1087",NA,96.8,103.3,43.15534929,74.57792375,48.0048305,71.6485258,21.91730996,59.64963158,66.91653872,88.34397585,70.73898697,133.7402497,105.0019819,135.6169072,80.02684633,128.0314997,126.7986179,128.7297332,131.530311,127.3129407,92.02864455,124.7285613,104.132087,111.5470689,53.0975407,113.7979854,47.19135339,106.9920051
"LO1094",NA,102,99.29,26.15014785,56.53663574,47.33744176,67.81285983,16.93847241,48.14357531,68.29244066,82.56257571,64.85900388,111.5020777,90.92303687,116.135443,78.96563792,118.0683539,123.4832396,116.0860722,111.78553,100.8738298,90.24051211,130.6825897,85.04299464,91.44990194,47.90230698,103.562913,36.59464063,97.22289104
"LO1095",NA,107.96,98.23,34.74577022,60.75448185,42.99829396,60.8820485,22.38960709,52.21164549,56.08621076,73.62779651,65.10551043,122.5933705,90.34897971,108.965251,81.90432409,110.5361241,132.9325131,124.929155,117.0191224,101.4485975,91.3707262,134.7591687,90.6426102,95.85691834,58.68878045,99.78161369,52.68764846,97.11848343
"LO1101",NA,96.7,90.26,28.37769106,61.75229861,45.1405471,62.69027149,21.25408741,47.00021787,63.12858341,79.70792259,61.01273353,131.9651438,98.87492809,126.9554126,76.25069085,125.6302095,113.0123682,97.54497517,111.5823872,93.93854227,90.41380233,129.0046149,83.39904686,97.63964388,48.62821978,103.2266289,29.93698232,88.58383345
"LO1106",101.66,100.95,95.95,24.80911684,56.5376951,33.71665481,60.04567878,17.87512897,45.71713053,56.21726238,82.59797213,67.93542755,129.2405731,89.61679098,126.7836731,72.76969324,120.2001822,126.8647809,123.4798711,119.9921867,113.0677658,89.39251054,98.85271987,82.38281577,93.53492594,39.56855626,100.635872,33.94019546,90.53032397
"LO1123",NA,107.34,98.32,17.57359286,56.53715114,37.62078881,51.98820732,7.48190092,47.15961389,52.31530882,64.13726786,50.92666116,118.6932103,87.81365987,105.2939917,80.19031862,110.9823382,109.4689569,109.7539895,104.8637873,80.83806158,86.2051496,120.9680271,78.10791564,88.20008129,50.60316805,94.4708264,41.36807285,89.81697653
"LO1124",NA,102.74,99.65,24.21179939,59.06956648,33.02377155,55.23563423,5.10571083,41.7563096,60.55241852,63.06946854,49.86605209,105.1122535,90.83084147,103.4715535,94.18391358,129.3605249,121.0842206,110.5063837,109.6149914,91.88961752,99.53095618,112.0734276,83.3098521,96.67051249,36.89214539,106.7449388,32.36111237,82.20687042
"LO1172",91.25,91.82,85.07,29.05373646,68.8092186,41.66768592,57.38853544,22.67303902,71.97630777,52.74236619,72.17886266,65.87590451,122.4345133,90.11916574,115.3513613,90.71702085,114.7462141,108.1114467,103.9468749,111.1615237,89.40472518,86.83334451,122.339183,96.7835636,98.59420607,53.14671526,99.03078656,46.52018946,96.42624046
"LO1180",100.98,94.14,96.71,21.40933648,64.33635604,48.44694743,69.57769243,7.54419462,42.77490128,56.93859359,59.2448811,37.35470909,107.3090206,80.87841148,106.7871417,80.91721254,112.5354202,108.0917045,96.94116474,105.8986209,85.10541948,81.73447743,124.6659615,73.92242234,85.14502536,54.54280966,101.2845859,34.95472914,74.77605054
"LO1187",NA,102.77,90.67,19.59862645,40.8655342,38.70426852,65.41306128,13.88886049,46.54756413,53.83614768,66.98866616,55.88344421,116.19427,89.04808345,120.4257485,80.553677,107.3288164,110.1422688,104.6959108,110.9153376,84.53291799,84.48549917,120.8826211,78.490828,86.99110091,44.91356794,92.03478658,42.62957693,85.33363703
"LO1199",NA,107.75,104.09,21.49724574,58.53651828,54.55435957,78.45151111,13.58931145,63.04103471,63.47914752,81.07410036,54.45378387,136.2917516,98.78413356,122.1817074,85.44682715,129.8024207,139.2023496,105.7995117,126.4463317,101.2289819,90.48731905,132.2706712,85.39581174,91.86456664,52.61401782,105.5282087,39.24353946,105.7199332
"LO1203",95.16,95.05,95.77,37.13195467,58.8294355,50.60045453,66.19769253,22.55370631,49.99015916,58.07554179,55.53678056,58.14376351,126.0757399,92.94063237,107.597608,75.96177238,124.7269142,123.5721898,128.0187317,124.1440994,105.8870224,73.65600729,96.84544731,94.72542218,100.6968146,61.13499193,94.5761422,49.65230613,87.24581983
"LO1223",NA,109.71,107.46,32.62240842,53.15891957,57.25675309,74.30029655,26.01372393,54.73774052,66.5165516,77.65317087,73.45386412,138.3113633,99.86202258,130.3406617,88.54149608,135.5476792,130.3451835,104.7475546,122.4902828,110.4662392,92.1901904,137.1797012,87.85181772,113.1356715,57.74504032,106.907308,48.49996382,101.4438489
"LO1242",NA,99.26,92.54,13.57119012,33.75627641,33.2642756,47.82627851,21.01082423,53.84262771,56.95192294,54.17822806,62.47971004,119.0289983,78.7099554,105.9981775,90.87360906,119.9176747,116.0353647,110.6060534,104.261799,89.34198005,86.85605114,137.377984,88.38952574,92.70211727,53.70483019,95.08993124,37.64805947,86.15452015
"LO1251",100.12,109.08,97.2,33.73885772,60.24375299,42.04007973,57.14428616,10.99717326,58.63435264,64.36278608,78.3743088,74.6851991,137.1824079,97.16330219,136.274653,96.12510043,105.9874535,131.7044274,124.8230854,134.0687712,120.3417083,94.27911766,113.4612355,103.8442567,104.3905138,39.35820463,109.244424,49.22759103,111.6432187
"LO1253",NA,115.04,99.17,32.01219327,57.51641462,39.77542797,58.70257559,23.30619533,53.05925042,66.18141339,76.10656952,74.08903577,139.0903841,96.15562711,135.2073548,95.50920496,132.466803,142.1220641,111.2142324,138.049762,109.410482,97.326225,125.2035462,97.32792819,107.1084033,58.92495808,102.7797687,47.86607884,99.64175898
"LO1261",NA,109.15,105.52,36.31594964,61.32719379,50.20709595,62.23757752,27.17649104,73.71128239,68.82474031,76.16910271,83.95714763,143.4162495,99.57958267,124.4107366,81.78576433,137.7397592,127.2369471,106.0463111,128.2818252,93.76333369,80.9905772,117.7567045,99.82781219,102.3082754,64.46872396,108.4332508,57.05508256,98.24296984
"LO1266",97.27,99.15,103.67,31.0510752,66.29619851,48.53111262,71.83546329,32.79460247,66.46988987,61.11095521,76.97001651,76.05507818,127.6283369,101.4669809,126.6361731,90.52785504,114.3242555,124.5827528,111.747148,116.9600959,104.966148,104.7104311,120.3221177,98.90619679,98.2576591,58.73399037,102.5926827,36.55100992,91.74808375
